source,Target,Weight
Egypt,United States of America,1310
Egypt,Uruguay,5
El Salvador,Argentina,6
El Salvador,Australia,9
El Salvador,Belgium,538
El Salvador,Belize,59
El Salvador,Brazil,10
El Salvador,Canada,93
El Salvador,Costa Rica,418
El Salvador,France,29
El Salvador,Germany,44
El Salvador,Guatemala,140
El Salvador,Honduras,6
El Salvador,Ireland,21
El Salvador,Italy,1049
El Salvador,Mexico,4053
El Salvador,Netherlands,28
El Salvador,Norway,5
El Salvador,Panama,14
El Salvador,Spain,2521
El Salvador,Sweden,265
El Salvador,Switzerland,14
El Salvador,United Kingdom of Great Britain and Northern Ireland,1143
El Salvador,United States of America,24801
Equatorial Guinea,France,15
Equatorial Guinea,Germany,5
Equatorial Guinea,Spain,37
Equatorial Guinea,Sweden,14
Equatorial Guinea,United Kingdom of Great Britain and Northern Ireland,5
Equatorial Guinea,United States of America,27
Eritrea,Angola,15
Eritrea,Australia,7
Eritrea,Austria,48
Eritrea,Belgium,832
Eritrea,Canada,93
Eritrea,Chad,6
Eritrea,Cote d'Ivoire,5
Eritrea,Croatia,14
Eritrea,Denmark,189
Eritrea,Djibouti,37
Eritrea,Egypt,1896
Eritrea,Estonia,5
Eritrea,Ethiopia,94
Eritrea,Finland,20
Eritrea,France,1489
Eritrea,Georgia,5
Eritrea,Germany,2712
Eritrea,Ghana,12
Eritrea,Greece,211
Eritrea,Guinea,6
Eritrea,India,5
Eritrea,Indonesia,6
Eritrea,Ireland,5
Eritrea,Israel,88
Eritrea,Italy,131
Eritrea,Kenya,67
Eritrea,Lebanon,10
Eritrea,Lesotho,29
Eritrea,Libya,664
Eritrea,Luxembourg,188
Eritrea,Malta,226
Eritrea,Mexico,35
Eritrea,Morocco,8
Eritrea,Netherlands,434
Eritrea,Niger,199
Eritrea,Nigeria,8
Eritrea,Norway,244
Eritrea,Philippines,13
Eritrea,Poland,6
Eritrea,Romania,30
Eritrea,Rwanda,87
Eritrea,Saudi Arabia,14
Eritrea,Slovenia,18
Eritrea,Somalia,7
Eritrea,South Africa,27
Eritrea,South Sudan,193
Eritrea,Spain,5
Eritrea,Sudan,5297
Eritrea,Sweden,734
Eritrea,Switzerland,1673
Eritrea,Tunisia,69
Eritrea,Uganda,1911
Eritrea,Ukraine,10
Eritrea,United Kingdom of Great Britain and Northern Ireland,2670
Eritrea,United States of America,315
Eritrea,Yemen,6
Eritrea,Zambia,11
Estonia,Russian Federation,5
Eswatini,Ireland,10
Eswatini,South Africa,5
Eswatini,Sweden,5
Eswatini,United Kingdom of Great Britain and Northern Ireland,5
Ethiopia,Australia,31
Ethiopia,Austria,26
Ethiopia,Belgium,38
Ethiopia,Canada,249
Ethiopia,Chad,5
Ethiopia,Cyprus,5
Ethiopia,Denmark,15
Ethiopia,Djibouti,243
Ethiopia,Egypt,1828
Ethiopia,Eswatini,11
Ethiopia,Finland,18
Ethiopia,France,657
Ethiopia,Germany,1018
Ethiopia,Greece,74
Ethiopia,India,5
Ethiopia,Iraq,5
Ethiopia,Ireland,11
Ethiopia,Israel,43
Ethiopia,Italy,32
Ethiopia,Kenya,772
Ethiopia,Lebanon,361
Ethiopia,Lesotho,18
Ethiopia,Libya,213
Ethiopia,Luxembourg,13
Ethiopia,Malawi,5
Ethiopia,Malta,17
Ethiopia,Mexico,10
Ethiopia,Morocco,5
Ethiopia,Netherlands,57
Ethiopia,Niger,36
Ethiopia,Norway,121
Ethiopia,Rep. of Korea,74
Ethiopia,Romania,29
Ethiopia,Russian Federation,5
Ethiopia,Somalia,1873
Ethiopia,South Africa,447
Ethiopia,South Sudan,17
Ethiopia,Sudan,3802
Ethiopia,Sweden,621
Ethiopia,Switzerland,102
Ethiopia,Thailand,5
Ethiopia,Tunisia,15
Ethiopia,Uganda,280
Ethiopia,United Kingdom of Great Britain and Northern Ireland,508
Ethiopia,United States of America,672
Ethiopia,Yemen,737
Ethiopia,Zambia,5
Fiji,Australia,1375
Fiji,Canada,6
Fiji,New Zealand,18
Fiji,United States of America,69
France,Australia,17
France,Canada,6
France,Philippines,5
France,Switzerland,8
France,United States of America,16
Gabon,Belgium,13
Gabon,France,383
Gabon,Germany,6
Gabon,Greece,12
Gabon,Luxembourg,5
Gabon,Sweden,5
Gabon,Switzerland,5
Gabon,Togo,6
Gabon,United Kingdom of Great Britain and Northern Ireland,9
Gabon,United States of America,51
Gambia,Austria,31
Gambia,Belgium,65
Gambia,Cyprus,10
Gambia,Denmark,15
Gambia,Finland,28
Gambia,France,554
Gambia,Germany,844
Gambia,Greece,261
Gambia,Iceland,5
Gambia,Ireland,5
Gambia,Italy,692
Gambia,Luxembourg,5
Gambia,Malta,63
Gambia,Mauritania,5
Gambia,Morocco,37
Gambia,Netherlands,231
Gambia,Norway,10
Gambia,Portugal,157
Gambia,Rep. of Korea,16
Gambia,Senegal,18
Gambia,Spain,301
Gambia,Sweden,190
Gambia,Switzerland,70
Gambia,Tunisia,6
Gambia,Ukraine,5
Gambia,United Kingdom of Great Britain and Northern Ireland,143
Gambia,United States of America,86
Georgia,Armenia,6
Georgia,Austria,120
Georgia,Belgium,266
Georgia,Bulgaria,5
Georgia,Canada,60
Georgia,Cyprus,242
Georgia,Czechia,144
Georgia,Denmark,47
Georgia,Finland,17
Georgia,France,4498
Georgia,Germany,2526
Georgia,Greece,1399
Georgia,Iceland,6
Georgia,Ireland,210
Georgia,Israel,11
Georgia,Italy,492
Georgia,Latvia,7
Georgia,Luxembourg,13
Georgia,Malta,5
Georgia,Netherlands,177
Georgia,Norway,23
Georgia,Poland,96
Georgia,Russian Federation,36
Georgia,Spain,557
Georgia,Sweden,775
Georgia,Switzerland,207
Georgia,United Kingdom of Great Britain and Northern Ireland,201
Georgia,United States of America,354
Germany,Belgium,5
Germany,Italy,6
Germany,Peru,5
Germany,Russian Federation,5
Germany,Sweden,5
Germany,Switzerland,5
Germany,United Kingdom of Great Britain and Northern Ireland,5
Germany,United States of America,22
Ghana,Algeria,5
Ghana,Argentina,18
Ghana,Australia,40
Ghana,Austria,16
Ghana,Belgium,43
Ghana,Brazil,28
Ghana,Canada,116
Ghana,China,24
Ghana,Cyprus,7
Ghana,Czechia,5
Ghana,Denmark,16
Ghana,Finland,23
Ghana,France,171
Ghana,Georgia,5
Ghana,Germany,599
Ghana,Greece,200
Ghana,Iceland,15
Ghana,India,25
Ghana,Ireland,30
Ghana,Israel,15
Ghana,Italy,411
Ghana,Malta,58
Ghana,Mauritania,5
Ghana,Mexico,105
Ghana,Morocco,5
Ghana,Netherlands,46
Ghana,Norway,8
Ghana,Portugal,16
Ghana,Rep. of Korea,70
Ghana,Romania,5
Ghana,Serbia and Kosovo: S/RES/1244 (1999),12
Ghana,South Africa,52
Ghana,Spain,281
Ghana,Sweden,119
Ghana,Switzerland,15
Ghana,Trinidad and Tobago,7
Ghana,Ukraine,16
Ghana,United Kingdom of Great Britain and Northern Ireland,187
Ghana,United States of America,211
Ghana,Uruguay,5
Greece,Australia,26
Greece,Canada,5
Greece,Sweden,5
Greece,United States of America,8
Grenada,Canada,5
Grenada,United Kingdom of Great Britain and Northern Ireland,26
Guadeloupe,United States of America,27
Guatemala,Belgium,10
Guatemala,Belize,12
Guatemala,Brazil,5
Guatemala,Canada,56
Guatemala,Costa Rica,8
Guatemala,El Salvador,5
Guatemala,France,11
Guatemala,Ireland,10
Guatemala,Italy,17
Guatemala,Mexico,3005
Guatemala,Philippines,5
Guatemala,Spain,463
Guatemala,Sweden,15
Guatemala,United Kingdom of Great Britain and Northern Ireland,11
Guatemala,United States of America,38301
Guinea,Algeria,195
Guinea,Australia,5
Guinea,Austria,13
Guinea,Belgium,656
Guinea,Benin,5
Guinea,Brazil,26
Guinea,Cameroon,49
Guinea,Canada,55
Guinea,Cyprus,114
Guinea,Denmark,5
Guinea,Egypt,11
Guinea,Finland,6
Guinea,France,10434
Guinea,Germany,1511
Guinea,Greece,134
Guinea,India,5
Guinea,Ireland,7
Guinea,Italy,311
Guinea,Luxembourg,41
Guinea,Malaysia,5
Guinea,Malta,81
Guinea,Mauritania,95
Guinea,Mexico,37
Guinea,Morocco,1042
Guinea,Netherlands,134
Guinea,Niger,20
Guinea,Norway,10
Guinea,Panama,5
Guinea,Poland,6
Guinea,Portugal,79
Guinea,Rep. of Korea,37
Guinea,Romania,10
Guinea,Russian Federation,5
Guinea,Senegal,5
Guinea,South Africa,5
Guinea,Spain,374
Guinea,Sweden,21
Guinea,Switzerland,78
Guinea,Tunisia,225
Guinea,Ukraine,13
Guinea,United Kingdom of Great Britain and Northern Ireland,57
Guinea,United States of America,188
Guinea-Bissau,Austria,5
Guinea-Bissau,Belgium,5
Guinea-Bissau,Brazil,55
Guinea-Bissau,France,124
Guinea-Bissau,Germany,81
Guinea-Bissau,Italy,63
Guinea-Bissau,Malta,5
Guinea-Bissau,Mauritania,5
Guinea-Bissau,Morocco,21
Guinea-Bissau,Netherlands,10
Guinea-Bissau,Portugal,92
Guinea-Bissau,Spain,23
Guinea-Bissau,Sweden,7
Guinea-Bissau,Switzerland,5
Guinea-Bissau,United Kingdom of Great Britain and Northern Ireland,6
Guinea-Bissau,United States of America,6
Guyana,Brazil,12
Guyana,Canada,5
Guyana,Mexico,5
Guyana,Trinidad and Tobago,21
Guyana,United Kingdom of Great Britain and Northern Ireland,5
Guyana,United States of America,118
Haiti,Argentina,86
Haiti,Brazil,5342
Haiti,Canada,1506
Haiti,Costa Rica,73
Haiti,Dominican Rep.,31
Haiti,Ecuador,5
Haiti,France,5584
Haiti,Germany,5
Haiti,Greece,41
Haiti,Honduras,5
Haiti,Mexico,5964
Haiti,Panama,10
Haiti,Portugal,5
Haiti,Rep. of Korea,8
Haiti,Romania,6
Haiti,Spain,35
Haiti,Sweden,5
Haiti,Switzerland,5
Haiti,United States of America,7800
Haiti,Uruguay,6
Holy See,Brazil,7
Honduras,Belgium,5
Honduras,Belize,39
Honduras,Canada,114
Honduras,Costa Rica,129
Honduras,El Salvador,7
Honduras,France,26
Honduras,Germany,16
Honduras,Guatemala,207
Honduras,Iceland,5
Honduras,Ireland,5
Honduras,Italy,148
Honduras,Mexico,15469
Honduras,Netherlands,6
Honduras,Panama,5
Honduras,Spain,5536
Honduras,Sweden,39
Honduras,United Kingdom of Great Britain and Northern Ireland,250
Honduras,United States of America,31998
Hungary,Austria,5
Hungary,Canada,118
Hungary,Germany,10
Hungary,United States of America,101
India,Argentina,20
India,Armenia,5
India,Australia,2387
India,Austria,189
India,Azerbaijan,5
India,Belgium,19
India,Brazil,57
India,Canada,2053
India,Costa Rica,5
India,Croatia,6
India,Cyprus,1130
India,Czechia,7
India,Denmark,27
India,Finland,10
India,France,425
India,Georgia,52
India,Germany,343
India,Greece,354
India,Ireland,40
India,Israel,189
India,Italy,212
India,Latvia,5
India,Lebanon,5
India,Malta,5
India,Mexico,17
India,Morocco,5
India,Netherlands,25
India,New Zealand,43
India,Norway,5
India,Poland,19
India,Rep. of Korea,420
India,Romania,65
India,Slovakia,10
India,Slovenia,20
India,South Africa,66
India,Spain,31
India,Sweden,150
India,Switzerland,10
India,Ukraine,10
India,United Kingdom of Great Britain and Northern Ireland,1208
India,United States of America,7178
Indonesia,Australia,1152
Indonesia,Canada,5
Indonesia,Greece,86
Indonesia,Malaysia,32
Indonesia,Netherlands,9
Indonesia,New Zealand,111
Indonesia,Rep. of Korea,15
Indonesia,Sweden,5
Indonesia,United Kingdom of Great Britain and Northern Ireland,41
Indonesia,United States of America,370
Iran (Islamic Rep. of),Argentina,5
Iran (Islamic Rep. of),Armenia,96
Iran (Islamic Rep. of),Australia,1762
Iran (Islamic Rep. of),Austria,381
Iran (Islamic Rep. of),Azerbaijan,5
Iran (Islamic Rep. of),Belgium,254
Iran (Islamic Rep. of),Bosnia and Herzegovina,13
Iran (Islamic Rep. of),Brazil,13
Iran (Islamic Rep. of),Bulgaria,45
Iran (Islamic Rep. of),Canada,733
Iran (Islamic Rep. of),Croatia,83
Iran (Islamic Rep. of),Cyprus,118
Iran (Islamic Rep. of),Czechia,11
Iran (Islamic Rep. of),Denmark,155
Iran (Islamic Rep. of),Ecuador,6
Iran (Islamic Rep. of),Finland,88
Iran (Islamic Rep. of),France,536
Iran (Islamic Rep. of),Georgia,267
Iran (Islamic Rep. of),Germany,4009
Iran (Islamic Rep. of),Greece,1179
Iran (Islamic Rep. of),Hungary,5
Iran (Islamic Rep. of),Iceland,29
Iran (Islamic Rep. of),India,8
Iran (Islamic Rep. of),Indonesia,12
Iran (Islamic Rep. of),Iraq,174
Iran (Islamic Rep. of),Ireland,15
Iran (Islamic Rep. of),Italy,146
Iran (Islamic Rep. of),Latvia,5
Iran (Islamic Rep. of),Lebanon,18
Iran (Islamic Rep. of),Luxembourg,52
Iran (Islamic Rep. of),Malaysia,17
Iran (Islamic Rep. of),Mexico,5
Iran (Islamic Rep. of),Montenegro,30
Iran (Islamic Rep. of),Netherlands,552
Iran (Islamic Rep. of),New Zealand,14
Iran (Islamic Rep. of),Norway,209
Iran (Islamic Rep. of),Pakistan,5
Iran (Islamic Rep. of),Philippines,7
Iran (Islamic Rep. of),Poland,22
Iran (Islamic Rep. of),Portugal,11
Iran (Islamic Rep. of),Rep. of Korea,6
Iran (Islamic Rep. of),Romania,49
Iran (Islamic Rep. of),Russian Federation,11
Iran (Islamic Rep. of),Serbia and Kosovo: S/RES/1244 (1999),53
Iran (Islamic Rep. of),Slovakia,15
Iran (Islamic Rep. of),Slovenia,64
Iran (Islamic Rep. of),Spain,30
Iran (Islamic Rep. of),Sweden,1368
Iran (Islamic Rep. of),Switzerland,310
Iran (Islamic Rep. of),Syrian Arab Rep.,8
Iran (Islamic Rep. of),Thailand,17
Iran (Islamic Rep. of),Turkey,1425
Iran (Islamic Rep. of),Ukraine,11
Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,4651
Iran (Islamic Rep. of),United Rep. of Tanzania,5
Iran (Islamic Rep. of),United States of America,346
Iraq,Armenia,9
Iraq,Australia,410
Iraq,Austria,724
Iraq,Azerbaijan,6
Iraq,Belarus,6
Iraq,Belgium,864
Iraq,Bosnia and Herzegovina,72
Iraq,Brazil,13
Iraq,Bulgaria,239
Iraq,Canada,116
Iraq,Croatia,386
Iraq,Cyprus,16
Iraq,Czechia,11
Iraq,Denmark,93
Iraq,Egypt,168
Iraq,Finland,1111
Iraq,France,848
Iraq,Georgia,45
Iraq,Germany,11068
Iraq,Greece,2718
Iraq,Hungary,18
Iraq,Iceland,183
Iraq,India,16
Iraq,Indonesia,5
Iraq,Ireland,21
Iraq,Italy,459
Iraq,Kuwait,7
Iraq,Latvia,5
Iraq,Lebanon,700
Iraq,Libya,34
Iraq,Liechtenstein,6
Iraq,Lithuania,14
Iraq,Luxembourg,70
Iraq,Malaysia,7
Iraq,Montenegro,5
Iraq,Morocco,5
Iraq,Netherlands,511
Iraq,North Macedonia,6
Iraq,Norway,138
Iraq,Philippines,5
Iraq,Poland,48
Iraq,Portugal,6
Iraq,Rep. of Korea,23
Iraq,Romania,433
Iraq,Russian Federation,5
Iraq,Saudi Arabia,8
Iraq,Serbia and Kosovo: S/RES/1244 (1999),131
Iraq,Slovenia,89
Iraq,Spain,49
Iraq,Sweden,1828
Iraq,Switzerland,314
Iraq,Syrian Arab Rep.,109
Iraq,Tunisia,6
Iraq,Turkey,5875
Iraq,Ukraine,11
Iraq,United Arab Emirates,24
Iraq,United Kingdom of Great Britain and Northern Ireland,4183
Iraq,United States of America,529
Ireland,Australia,27
Ireland,New Zealand,5
Ireland,United States of America,5
Israel,Australia,5
Israel,Russian Federation,5
Israel,Spain,5
Israel,Sweden,20
Israel,Switzerland,5
Israel,United Kingdom of Great Britain and Northern Ireland,8
Israel,United States of America,41
Italy,Australia,36
Italy,Brazil,5
Italy,Germany,5
Italy,Russian Federation,5
Italy,Switzerland,7
Italy,United Kingdom of Great Britain and Northern Ireland,5
Italy,United States of America,82
Jamaica,Canada,182
Jamaica,Costa Rica,6
Jamaica,France,5
Jamaica,Germany,10
Jamaica,Netherlands,6
Jamaica,Spain,7
Jamaica,Sweden,8
Jamaica,Switzerland,5
Jamaica,Trinidad and Tobago,55
Jamaica,United Kingdom of Great Britain and Northern Ireland,75
Jamaica,United States of America,312
Japan,Australia,15
Japan,Belgium,5
Japan,Sweden,5
Japan,United Kingdom of Great Britain and Northern Ireland,5
Japan,United States of America,10
Jordan,Australia,43
Jordan,Austria,5
Jordan,Belgium,19
Jordan,Brazil,8
Jordan,Canada,154
Jordan,Cyprus,10
Jordan,Denmark,5
Jordan,Ecuador,5
Jordan,Ethiopia,10
Jordan,Georgia,56
Jordan,Germany,160
Jordan,Greece,14
Jordan,Indonesia,5
Jordan,Ireland,13
Jordan,Italy,8
Jordan,Lebanon,15
Jordan,Morocco,5
Jordan,Netherlands,69
Jordan,Portugal,9
Jordan,Rep. of Korea,12
Jordan,Romania,5
Jordan,Serbia and Kosovo: S/RES/1244 (1999),7
Jordan,Spain,7
Jordan,Sweden,245
Jordan,Switzerland,5
Jordan,United Kingdom of Great Britain and Northern Ireland,97
Jordan,United States of America,571
Kazakhstan,Argentina,5
Kazakhstan,Austria,7
Kazakhstan,Belarus,8
Kazakhstan,Belgium,11
Kazakhstan,Brazil,5
Kazakhstan,Czechia,35
Kazakhstan,France,348
Kazakhstan,Georgia,6
Kazakhstan,Germany,112
Kazakhstan,Israel,5
Kazakhstan,Netherlands,28
Kazakhstan,Poland,33
Kazakhstan,Rep. of Korea,603
Kazakhstan,Russian Federation,26
Kazakhstan,Spain,24
Kazakhstan,Sweden,485
Kazakhstan,Switzerland,7
Kazakhstan,Ukraine,11
Kazakhstan,United Kingdom of Great Britain and Northern Ireland,15
Kazakhstan,United States of America,808
Kenya,Australia,96
Kenya,Belgium,10
Kenya,Brazil,5
Kenya,Canada,112
Kenya,China,31
Kenya,Denmark,5
Kenya,France,46
Kenya,Germany,171
Kenya,Guinea,6
Kenya,India,15
Kenya,Ireland,5
Kenya,Israel,5
Kenya,Italy,5
Kenya,Lebanon,5
Kenya,Netherlands,12
Kenya,Rep. of Korea,29
Kenya,South Africa,11
Kenya,Spain,6
Kenya,Sweden,71
Kenya,Switzerland,5
Kenya,United Kingdom of Great Britain and Northern Ireland,182
Kenya,United States of America,1248
Kuwait,Austria,16
Kuwait,Canada,26
Kuwait,Finland,5
Kuwait,France,226
Kuwait,Germany,19
Kuwait,Greece,17
Kuwait,Iraq,44
Kuwait,Ireland,5
Kuwait,Netherlands,8
Kuwait,Romania,5
Kuwait,Sweden,10
Kuwait,United Kingdom of Great Britain and Northern Ireland,312
Kuwait,United States of America,25
Kyrgyzstan,Austria,8
Kyrgyzstan,Belgium,17
Kyrgyzstan,Cyprus,5
Kyrgyzstan,Czechia,16
Kyrgyzstan,France,65
Kyrgyzstan,Germany,83
Kyrgyzstan,Israel,5
Kyrgyzstan,Italy,39
Kyrgyzstan,Lithuania,6
Kyrgyzstan,Mexico,5
Kyrgyzstan,Norway,6
Kyrgyzstan,Poland,46
Kyrgyzstan,Rep. of Korea,41
Kyrgyzstan,Russian Federation,19
Kyrgyzstan,Sweden,291
Kyrgyzstan,Ukraine,5
Kyrgyzstan,United Kingdom of Great Britain and Northern Ireland,12
Kyrgyzstan,United States of America,475
Lao People's Dem. Rep.,Australia,90
Lao People's Dem. Rep.,France,5
Lao People's Dem. Rep.,Thailand,5
Lao People's Dem. Rep.,United States of America,62
Latvia,Russian Federation,5
Latvia,United Kingdom of Great Britain and Northern Ireland,5
Latvia,United States of America,5
Lebanon,Armenia,23
Lebanon,Australia,367
Lebanon,Austria,27
Lebanon,Belarus,5
Lebanon,Belgium,95
Lebanon,Brazil,102
Lebanon,Bulgaria,11
Lebanon,Canada,195
Lebanon,Cyprus,34
Lebanon,Dem. Rep. of the Congo,5
Lebanon,Denmark,16
Lebanon,Ecuador,5
Lebanon,Finland,5
Lebanon,France,258
Lebanon,Georgia,20
Lebanon,Germany,694
Lebanon,Greece,73
Lebanon,Ireland,5
Lebanon,Italy,26
Lebanon,Jordan,5
Lebanon,Luxembourg,5
Lebanon,Morocco,13
Lebanon,Netherlands,93
Lebanon,Nigeria,11
Lebanon,Norway,5
Lebanon,Philippines,8
Lebanon,Poland,10
Lebanon,Romania,5
Lebanon,Serbia and Kosovo: S/RES/1244 (1999),14
Lebanon,Spain,37
Lebanon,Sweden,365
Lebanon,Switzerland,19
Lebanon,Togo,8
Lebanon,Tunisia,19
Lebanon,Ukraine,11
Lebanon,United Kingdom of Great Britain and Northern Ireland,87
Lebanon,United States of America,315
Liberia,Algeria,19
Liberia,Australia,5
Liberia,Belgium,18
Liberia,Canada,48
Liberia,China,10
Liberia,Cyprus,5
Liberia,France,66
Liberia,Germany,80
Liberia,Guinea,87
Liberia,India,5
Liberia,Italy,24
Liberia,Mauritania,10
Liberia,Morocco,24
Liberia,Netherlands,11
Liberia,Niger,5
Liberia,Rep. of Korea,61
Liberia,Senegal,5
Liberia,Spain,6
Liberia,Sweden,22
Liberia,Togo,6
Liberia,Tunisia,31
Liberia,United Kingdom of Great Britain and Northern Ireland,16
Liberia,United States of America,255
Libya,Algeria,5
Libya,Australia,6
Libya,Austria,96
Libya,Belgium,98
Libya,Brazil,6
Libya,Bulgaria,14
Libya,Canada,95
Libya,Chad,9
Libya,Croatia,5
Libya,Czechia,6
Libya,Denmark,14
Libya,Finland,5
Libya,France,505
Libya,Germany,609
Libya,Greece,58
Libya,Iceland,14
Libya,India,5
Libya,Indonesia,5
Libya,Ireland,12
Libya,Italy,228
Libya,Lebanon,7
Libya,Luxembourg,8
Libya,Malta,47
Libya,Mauritania,16
Libya,Montenegro,5
Libya,Morocco,7
Libya,Netherlands,215
Libya,Norway,12
Libya,Philippines,5
Libya,Poland,6
Libya,Rep. of Korea,35
Libya,Romania,43
Libya,Serbia and Kosovo: S/RES/1244 (1999),94
Libya,Slovakia,11
Libya,Slovenia,14
Libya,Spain,23
Libya,Sweden,82
Libya,Switzerland,137
Libya,Tunisia,122
Libya,United Kingdom of Great Britain and Northern Ireland,595
Libya,United States of America,119
Liechtenstein,Italy,6
Lithuania,Germany,5
Lithuania,Russian Federation,5
Lithuania,United States of America,5
Madagascar,France,183
Madagascar,Lebanon,5
Malawi,Germany,5
Malawi,Ireland,79
Malawi,Israel,13
Malawi,South Africa,82
Malawi,United Kingdom of Great Britain and Northern Ireland,38
Malawi,United States of America,35
Malaysia,Australia,7837
Malaysia,France,5
Malaysia,Germany,8
Malaysia,Ireland,5
Malaysia,Italy,5
Malaysia,New Zealand,38
Malaysia,Norway,5
Malaysia,Philippines,5
Malaysia,Rep. of Korea,452
Malaysia,Sweden,10
Malaysia,United Kingdom of Great Britain and Northern Ireland,150
Malaysia,United States of America,62
Maldives,Australia,11
Maldives,United Kingdom of Great Britain and Northern Ireland,6
Mali,Algeria,153
Mali,Austria,9
Mali,Belgium,39
Mali,Benin,5
Mali,Brazil,18
Mali,Cameroon,91
Mali,Denmark,5
Mali,Egypt,5
Mali,France,4190
Mali,Germany,197
Mali,Greece,83
Mali,Italy,595
Mali,Libya,25
Mali,Luxembourg,5
Mali,Malta,67
Mali,Mauritania,1783
Mali,Mexico,7
Mali,Morocco,406
Mali,Netherlands,26
Mali,Niger,37
Mali,Nigeria,9
Mali,Portugal,25
Mali,Rep. of Korea,26
Mali,Senegal,5
Mali,Spain,1537
Mali,Sweden,12
Mali,Switzerland,7
Mali,Togo,19
Mali,Tunisia,49
Mali,United Kingdom of Great Britain and Northern Ireland,46
Mali,United States of America,99
Mali,Zimbabwe,22
Mauritania,Belgium,88
Mauritania,Brazil,21
Mauritania,France,2270
Mauritania,Germany,29
Mauritania,Greece,10
Mauritania,Mexico,22
Mauritania,Morocco,5
Mauritania,Netherlands,11
Mauritania,Portugal,5
Mauritania,Senegal,5
Mauritania,Spain,42
Mauritania,Tunisia,6
Mauritania,United Kingdom of Great Britain and Northern Ireland,7
Mauritania,United States of America,287
Mauritius,Australia,40
Mauritius,France,13
Mauritius,Ireland,12
Mauritius,Italy,17
Mauritius,Portugal,5
Mauritius,United Kingdom of Great Britain and Northern Ireland,38
Mexico,Australia,5
Mexico,Brazil,7
Mexico,Canada,2719
Mexico,Costa Rica,5
Mexico,France,19
Mexico,Germany,14
Mexico,Guatemala,7
Mexico,Israel,8
Mexico,Italy,9
Mexico,Netherlands,7
Mexico,Norway,10
Mexico,Peru,7
Mexico,Spain,111
Mexico,United Kingdom of Great Britain and Northern Ireland,39
Mexico,United States of America,21008
Micronesia (Federated States of),United States of America,6
Mongolia,Australia,160
Mongolia,Austria,32
Mongolia,Belarus,10
Mongolia,Belgium,5
Mongolia,Brazil,5
Mongolia,Czechia,10
Mongolia,Denmark,5
Mongolia,France,269
Mongolia,Germany,129
Mongolia,Netherlands,13
Mongolia,Poland,5
Mongolia,Rep. of Korea,86
Mongolia,Spain,8
Mongolia,Sweden,781
Mongolia,Switzerland,21
Mongolia,United Kingdom of Great Britain and Northern Ireland,30
Mongolia,United States of America,251
Montenegro,Belgium,5
Montenegro,Germany,151
Montenegro,Israel,10
Montenegro,Sweden,13
Montenegro,United States of America,130
Morocco,Argentina,5
Morocco,Australia,10
Morocco,Austria,745
Morocco,Belgium,166
Morocco,Bosnia and Herzegovina,17
Morocco,Brazil,78
Morocco,Bulgaria,114
Morocco,Canada,30
Morocco,China,5
Morocco,Croatia,57
Morocco,Czechia,6
Morocco,Denmark,114
Morocco,Finland,21
Morocco,France,768
Morocco,Germany,1117
Morocco,Greece,332
Morocco,Iceland,8
Morocco,Ireland,45
Morocco,Italy,490
Morocco,Lebanon,5
Morocco,Luxembourg,31
Morocco,Malta,120
Morocco,Mexico,5
Morocco,Montenegro,276
Morocco,Netherlands,847
Morocco,North Macedonia,15
Morocco,Norway,23
Morocco,Poland,7
Morocco,Portugal,85
Morocco,Rep. of Korea,173
Morocco,Romania,232
Morocco,Serbia and Kosovo: S/RES/1244 (1999),183
Morocco,Slovakia,41
Morocco,Slovenia,1231
Morocco,Spain,1108
Morocco,Sweden,371
Morocco,Switzerland,400
Morocco,Syrian Arab Rep.,5
Morocco,United Kingdom of Great Britain and Northern Ireland,178
Morocco,United States of America,49
Morocco,Uruguay,8
Mozambique,Belgium,7
Mozambique,Brazil,13
Mozambique,Germany,5
Mozambique,South Africa,8
Mozambique,Sweden,14
Mozambique,United States of America,6
Mozambique,Zimbabwe,53
Myanmar,Australia,213
Myanmar,Bangladesh,5
Myanmar,France,23
Myanmar,Germany,267
Myanmar,Greece,25
Myanmar,India,807
Myanmar,Indonesia,405
Myanmar,Ireland,5
Myanmar,Malaysia,5264
Myanmar,Nepal,17
Myanmar,Netherlands,26
Myanmar,Norway,11
Myanmar,Rep. of Korea,37
Myanmar,Sweden,6
Myanmar,Switzerland,9
Myanmar,United Kingdom of Great Britain and Northern Ireland,22
Myanmar,United States of America,1008
Namibia,Belgium,5
Namibia,Botswana,5
Namibia,Germany,19
Namibia,Netherlands,5
Namibia,United Kingdom of Great Britain and Northern Ireland,367
Namibia,United States of America,7
Nauru,Australia,8
Nepal,Australia,297
Nepal,Brazil,12
Nepal,Bulgaria,5
Nepal,Canada,10
Nepal,Croatia,6
Nepal,Cyprus,331
Nepal,Denmark,5
Nepal,France,136
Nepal,Germany,5
Nepal,Greece,126
Nepal,Ireland,10
Nepal,Israel,31
Nepal,Italy,21
Nepal,Mexico,7
Nepal,Poland,5
Nepal,Portugal,5
Nepal,Rep. of Korea,260
Nepal,Romania,5
Nepal,Slovenia,9
Nepal,South Africa,12
Nepal,Spain,5
Nepal,Sweden,23
Nepal,Switzerland,5
Nepal,United Kingdom of Great Britain and Northern Ireland,115
Nepal,United States of America,733
Netherlands,Canada,5
Netherlands,Germany,8
Netherlands,Sweden,5
